1984,146,46,0,50,41,0,44,93,0,17.4,1,6.0
3646,284,49,83,75,51,5,80,183,0,16.7,1,5.0
3800,249,47,26,80,84,0,237,0,0,16.0,2,9.0
498,32,4,7,0,0,30,41,0,0,12.1,1,3.0
27000,1908,401,1216,155,107,10,1889,0,0,14.3,3,48.0
1694,253,56,149,0,24,24,76,177,0,6.7,1,7.0
2952,184,53,21,43,38,15,170,0,0,20.0,2,4.0
374,76,60,12,0,0,0,0,72,0,6.3,1,1.0
300,276,108,5,75,56,0,177,53,14,1.2,1,4.0
7575,3471,1327,257,534,995,42,3155,0,0,2.4,4,17.0
3322,380,67,103,77,98,20,365,0,0,11.0,1,9.0
5196,155,18,0,69,14,47,148,0,0,35.1,1,8.0
2566,327,64,142,21,0,100,327,0,0,7.8,2,16.0
1686,193,82,80,50,14,0,41,182,3,9.0,1,5.0
25054,1108,279,20,314,273,30,916,0,0,29.4,1,6.0
117,363,168,10,92,77,5,0,352,0,0.4,1,10.0
500,249,144,104,6,14,0,268,0,0,1.9,1,3.0
12551,769,265,195,235,52,0,178,557,12,16.8,1,8.0
399,137,54,42,30,7,0,97,36,0,3.0,1,3.0
784,579,215,81,109,112,0,517,0,0,1.5,1,7.0
2112,133,39,0,41,24,20,124,0,0,19.6,2,6.0
600,78,7,34,6,21,0,22,46,0,10.1,2,3.0
450,101,12,31,3,50,0,65,28,3,4.7,1,1.5
5800,1222,503,333,173,150,5,1164,0,0,5.0,1,20.0
2565,1093,486,277,126,147,5,788,253,0,2.5,2,7.0
2385,222,41,57,0,99,25,222,0,0,10.6,2,4.0
10398,2067,1056,658,45,303,5,1510,557,0,5.0,2,21.0
3434,175,65,31,22,38,0,141,15,0,26.5,1,10.0
400,230,180,12,41,14,0,247,0,0,5.6,1,3.0
338,104,32,5,40,28,10,115,0,0,4.5,4,2.0
2835,177,24,79,6,42,60,211,0,0,13.4,2,17.0
594,62,33,0,12,10,0,22,33,0,13.0,1,2.0
1017,487,146,238,53,24,12,45,428,0,2.2,1,6.0
789,177,40,12,27,38,60,177,0,0,5.4,1,8.0
774,105,34,66,10,37,15,162,0,0,4.8,1,3.0
640,140,43,68,3,57,0,171,0,0,3.7,4,1.5
500,230,81,49,37,58,0,225,0,0,2.2,1,4.0
601,236,102,84,52,0,0,238,0,0,2.8,1,10.0
16179,846,322,56,112,234,5,729,0,0,22.2,1,13.0
2446,139,18,21,30,70,0,139,0,0,17.6,2,6.0
338,51,12,27,0,0,7,7,39,0,7.3,1,3.0
1786,195,57,32,12,140,0,241,0,0,8.9,1,9.0
899,51,32,0,16,7,0,0,55,0,19.7,1,3.0
16560,1106,410,267,108,152,25,962,0,0,19.8,2,20.0
526,99,13,32,3,42,5,95,0,0,6.7,1,4.0
440,56,24,0,9,14,0,47,0,0,9.4,2,6.0
2185,213,123,91,28,0,0,36,206,0,9.0,1,7.0
